UserID,City,State,Country,ZipCode,DegreeType,Major,GraduationDate,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany,MajorCategoryID
178082,Chicago,IL,US,60652,None,"Human Resources Management/Personnel Administration, General",2013-05-01 00:00:00,4,11.0,No,No,0,49.0
178952,Lynwood,IL,US,60411,Master's,Human Resources Management and Services,2009-10-01 00:00:00,5,8.0,Yes,No,0,49.0
179461,Chicago,IL,US,60654,Bachelor's,Business Management,2005-06-01 00:00:00,3,10.0,,No,0,21.0
179734,Chicago,IL,US,60636,None,,,3,33.0,Yes,No,0,
179759,Chicago,IL,US,60620,Bachelor's,Marketing,2008-11-01 00:00:00,10,20.0,Yes,Yes,150,23.0
180323,Lisle,IL,US,60532,None,,,5,9.0,Yes,Yes,4,
180411,Chicago,IL,US,60608,None,,,6,12.0,Yes,No,0,
181122,Aurora,IL,US,60504,None,,,0,,No,No,0,
181181,Skokie,IL,US,60077,Master's,Educational Administration and Leadership,1999-12-01 00:00:00,8,36.0,No,Yes,30,80.0
181299,Peoria,IL,US,61615,High School,Not Applicable,1997-01-01 00:00:00,6,7.0,Yes,No,0,0.0
182011,Naperville,IL,US,60563,Master's,Business Administration,2009-01-01 00:00:00,10,14.0,Yes,No,0,80.0
182022,Chicago,IL,US,60626,None,,,0,,No,Yes,100,
182233,Glenwood,IL,US,60425,Bachelor's,Operations Management & Information,2004-05-01 00:00:00,4,8.0,Yes,No,0,134.0
182398,Naperville,IL,US,60565,Bachelor's,Information Management,2004-01-01 00:00:00,4,20.0,,No,0,134.0
182490,Chicago,IL,US,60657,Bachelor's,Biological Sciences,2005-12-01 00:00:00,2,4.0,No,No,0,0.0
182716,Blue Island,IL,US,60406,Master's,Addictions Studies,2008-08-01 00:00:00,6,6.0,,No,0,117.0
183063,Chicago,IL,US,60639,Associate's,IT/Networking,,5,8.0,No,Yes,11,0.0
183086,McHenry,IL,US,60050,None,,,6,27.0,Yes,No,0,
183524,Aurora,IL,US,60504,None,,,2,8.0,Yes,No,0,
183993,Granite City,IL,US,62040,None,,,6,15.0,No,Yes,6,
184132,Naperville,IL,US,60565,Master's,Finance,1990-01-01 00:00:00,9,23.0,Yes,No,0,79.0
184495,Oak Park,IL,US,60304,Master's,Education,2005-11-01 00:00:00,10,7.0,Yes,No,0,131.0
185609,Chicago,IL,US,60653,None,,,5,9.0,No,No,0,
185719,Frankfort,IL,US,60423,Bachelor's,Computer Science,1992-01-01 00:00:00,10,19.0,Yes,No,0,98.0
186559,Rockford,IL,US,61109,Associate's,Business Management,1985-01-01 00:00:00,5,5.0,Yes,Yes,65,21.0
186642,Chicago,IL,US,60647,Bachelor's,Technical Management,2001-08-01 00:00:00,0,,No,Yes,25,74.0
187598,Chicago,IL,US,60651,Vocational,Medical,2008-04-01 00:00:00,7,7.0,No,Yes,5,30.0
187731,Des Plaines,IL,US,60016,Master's,,2012-04-01 00:00:00,3,12.0,Yes,No,0,
189755,Markham,IL,US,60428,None,"Business Administration, Management and Operations, Other",2013-12-01 00:00:00,6,13.0,No,No,0,80.0
190121,Chicago,IL,US,60613,None,,,0,,No,Yes,150,
190270,Bolingbrook,IL,US,60490,Bachelor's,Chemistry/Biochemistry,,6,24.0,Yes,No,0,0.0
190607,Chicago,IL,US,60618,Vocational,,2011-09-01 00:00:00,5,5.0,Yes,Yes,4,
190614,Waukegan,IL,US,60085,High School,Not Applicable,2004-06-01 00:00:00,3,7.0,Yes,Yes,15,0.0
190751,Crest Hill,IL,US,60403,Bachelor's,Finance,,5,12.0,,No,0,79.0
190834,Coal Valley,IL,US,61240,Bachelor's,Business Information Systems,2012-05-01 00:00:00,8,8.0,No,Yes,50,134.0
191057,Bloomingdale,IL,US,60108,Bachelor's,Network and Communications Management,,4,10.0,Yes,No,0,124.0
191082,Chicago,IL,US,60603,Master's,Human Resources Management,2011-03-01 00:00:00,3,12.0,Yes,Yes,2,49.0
191108,Chicago,IL,US,60624,High School,,2002-06-01 00:00:00,4,4.0,No,No,0,
191310,Chicago,IL,US,60617,None,,,0,,No,No,0,
191647,Chicago,IL,US,60644,Associate's,,2005-12-01 00:00:00,2,5.0,Yes,No,0,
192038,Bolingbrook,IL,US,60440,Bachelor's,Theology,2003-05-01 00:00:00,4,10.0,Yes,No,0,0.0
192218,Red Bud,IL,US,62278,None,,,2,12.0,No,Yes,50,
194244,Burbank,IL,US,60459,Vocational,General coarses,1986-01-01 00:00:00,4,11.0,No,No,0,35.0
195445,Chicago,IL,US,60629,Bachelor's,,2004-06-01 00:00:00,6,3.0,No,Yes,6,
195543,Chicago,IL,US,60625,None,,1970-01-01 00:00:00,7,27.0,Yes,Yes,50,
195551,Springfield,IL,US,62703,Bachelor's,Theology,1996-01-01 00:00:00,7,15.0,Yes,Yes,40,0.0
196210,Chicago,IL,US,60638,Bachelor's,EE,2002-12-01 00:00:00,5,13.0,Yes,Yes,60,0.0
196416,Chicago Ridge,IL,US,60415,Bachelor's,Business Administration,1996-01-01 00:00:00,7,24.0,Yes,No,0,80.0
196472,Chicago,IL,US,60620,None,Elementary Education,1970-01-01 00:00:00,4,13.0,Yes,No,0,131.0
196742,Chicago,IL,US,60628,Master's,Healthcare Management,2010-11-01 00:00:00,3,10.0,Yes,Yes,5,17.0
197184,Carol Stream,IL,US,60188,Master's,Accounting,,6,12.0,Yes,No,0,44.0
197612,Richton Park,IL,US,60471,Bachelor's,Early Childhood Education Administration,2012-10-01 00:00:00,3,10.0,Yes,No,0,131.0
197662,Wheaton,IL,US,60189,Bachelor's,Business Management,,6,24.0,No,Yes,17,21.0
198390,Roscoe,IL,US,61073,Master's,Project Management,2012-05-01 00:00:00,8,15.0,Yes,No,0,27.0
199187,Chicago,IL,US,60619,Bachelor's,Accounting,2011-06-01 00:00:00,2,9.0,Yes,No,0,44.0
199513,Roselle,IL,US,60172,None,,,5,25.0,No,No,0,
200268,Chicago,IL,US,60619,Bachelor's,Computer Studies,2002-01-01 00:00:00,4,11.0,No,Yes,12,117.0
200713,Moro,IL,US,62067,High School,,1983-05-01 00:00:00,5,19.0,,No,0,
200892,Bolingbrook,IL,US,60440,Bachelor's,Animation,2000-06-01 00:00:00,3,11.0,No,No,0,0.0
201820,Oak Lawn,IL,US,60453,Bachelor's,Management,2001-01-01 00:00:00,3,8.0,Yes,No,0,17.0
202601,Chicago,IL,US,60614,Master's,Executive Education,2007-08-01 00:00:00,5,24.0,Yes,Yes,300,131.0
203011,Calumet City,IL,US,60409,Bachelor's,English and Communication,2007-06-01 00:00:00,6,7.0,No,Yes,2,194.0
203806,Chicago,IL,US,60618,PhD,,2011-05-01 00:00:00,3,8.0,Yes,No,0,
203872,Oak Lawn,IL,US,60453,High School,Not Applicable,1988-01-01 00:00:00,10,22.0,Yes,Yes,15,0.0
203926,Berwyn,IL,US,60402,None,,,10,35.0,No,No,0,
204432,South Holland,IL,US,60473,None,,2005-08-01 00:00:00,1,5.0,Yes,No,0,
204545,Schaumburg,IL,US,60193,High School,Not Applicable,,6,17.0,Yes,No,0,0.0
205838,Bloomington,IL,US,61704,Associate's,Criminal Justice,2010-01-01 00:00:00,3,5.0,No,No,0,111.0
205936,Naperville,IL,US,60540,Master's,Physical Chemistry,2001-02-01 00:00:00,4,11.0,Yes,No,0,131.0
206239,Hoffman Estates,IL,US,60192,None,,,2,4.0,No,No,0,
206628,Belleville,IL,US,62223,Bachelor's,Production Engineering,2006-06-01 00:00:00,3,5.0,No,No,0,170.0
207017,Highland,IL,US,62249,High School,Not Applicable,1994-06-01 00:00:00,2,18.0,Yes,Yes,4,0.0
207666,Chicago,IL,US,60640,Bachelor's,Public Health,2011-05-01 00:00:00,7,4.0,Yes,No,0,63.0
208151,Elmhurst,IL,US,60126,High School,high school,2010-02-01 00:00:00,3,2.0,No,No,0,167.0
208647,Wilmington,IL,US,60481,High School,Not Applicable,2002-05-01 00:00:00,5,10.0,No,No,0,0.0
209286,Chicago,IL,US,60644,Associate's,Basic and Advance Automotive Technician,1998-06-01 00:00:00,4,15.0,Yes,Yes,6,116.0
209553,Lemont,IL,US,60439,Bachelor's,Chemical Engineering,2011-05-01 00:00:00,3,5.0,,No,0,170.0
210903,Godfrey,IL,US,62035,Associate's,Business,2011-12-01 00:00:00,1,16.0,No,Yes,2,21.0
211995,Lombard,IL,US,60148,Bachelor's,Communication,1990-06-01 00:00:00,6,21.0,,No,0,194.0
212550,Plainfield,IL,US,60544,High School,"Education, General",1999-06-01 00:00:00,4,5.0,No,Yes,35,131.0
212574,Buffalo Grove,IL,US,60089,Bachelor's,Education and Biology,,10,15.0,No,Yes,10,131.0
213513,Chicago,IL,US,60615,None,,,4,12.0,Yes,No,0,
213633,Oak Park,IL,US,60302,None,,2011-08-01 00:00:00,4,9.0,No,No,0,
213757,Chicago,IL,US,60620,High School,,2011-08-01 00:00:00,4,8.0,No,No,0,
213818,Dekalb,IL,US,60115,PhD,Anthropology,1998-01-01 00:00:00,8,26.0,Yes,Yes,6,0.0
213832,Des Plaines,IL,US,60016,Bachelor's,,1972-01-01 00:00:00,7,38.0,Yes,No,0,
214556,Northbrook,IL,US,60062,Master's,Family Practice Nurse/Nurse Practitioner,2014-05-01 00:00:00,0,,No,No,0,107.0
214721,Lyons,IL,US,60534,Bachelor's,Computer Science,,5,13.0,No,Yes,12,98.0
214736,Chicago,IL,US,60649,Associate's,,2010-05-01 00:00:00,4,14.0,Yes,Yes,15,
214957,Elmwood Park,IL,US,60707,High School,Not Applicable,2001-01-01 00:00:00,3,6.0,Yes,No,0,0.0
214981,Marion,IL,US,62959,Bachelor's,Mechanical Engineering,2008-08-01 00:00:00,4,3.0,Yes,No,0,148.0
216109,Bloomington,IL,US,61704,High School,high school,2007-08-01 00:00:00,3,6.0,No,No,0,167.0
216357,Chicago,IL,US,60647,High School,Not Applicable,1986-06-01 00:00:00,4,20.0,,No,0,0.0
216978,Chicago,IL,US,60644,None,,1995-06-01 00:00:00,5,15.0,No,No,0,
219138,Plainfield,IL,US,60586,High School,Not Applicable,2010-01-01 00:00:00,3,5.0,Yes,Yes,4,0.0
219656,Bolingbrook,IL,US,60440,Bachelor's,ECONOMICS,,4,17.0,Yes,No,0,0.0
220497,Joliet,IL,US,60435,None,,2001-01-01 00:00:00,5,12.0,No,No,0,
220529,Hickory Hills,IL,US,60457,Bachelor's,Biological Sciences,,7,9.0,Yes,No,0,0.0
220683,Bolingbrook,IL,US,60440,High School,Not Applicable,,4,10.0,No,No,0,0.0
220729,Itasca,IL,US,60143,High School,Not Applicable,,4,28.0,No,Yes,100,0.0
221074,Palos Heights,IL,US,60463,Master's,Homeland Security,2013-10-01 00:00:00,5,12.0,,No,0,38.0
221657,Elgin,IL,US,60123,Associate's,Emergency Medical,2000-08-01 00:00:00,3,14.0,Yes,Yes,20,30.0
222150,Skokie,IL,US,60077,Bachelor's,Organizational Management,1999-08-01 00:00:00,5,8.0,No,Yes,2,17.0
222536,Chicago,IL,US,60619,Bachelor's,Information Technology,2004-04-01 00:00:00,1,13.0,Yes,Yes,3,134.0
222654,Highland Park,IL,US,60035,None,,,7,19.0,No,Yes,6,
222770,Buffalo Grove,IL,US,60089,None,,,0,,,No,0,
223140,Chicago,IL,US,60615,Associate's,Business Administration,2011-04-01 00:00:00,5,15.0,Yes,No,0,80.0
223147,Orland Park,IL,US,60462,Associate's,Electronics Engineering Technology,,4,25.0,,Yes,5,128.0
225640,Glen Carbon,IL,US,62034,Bachelor's,Business,2000-05-01 00:00:00,7,27.0,Yes,Yes,16,21.0
226183,Chicago,IL,US,60629,High School,Not Applicable,2000-05-01 00:00:00,3,11.0,Yes,No,0,0.0
227501,Chicago,IL,US,60651,High School,Advanced Network Design,2006-06-01 00:00:00,6,4.0,No,Yes,4,101.0
227701,Algonquin,IL,US,60102,Bachelor's,"Political Science and Government, General",2001-12-01 00:00:00,10,17.0,No,Yes,18,98.0
228176,Dolton,IL,US,60419,None,General Studies,,2,9.0,No,No,0,117.0
228386,Lake Forest,IL,US,60045,None,,,2,10.0,Yes,No,0,
228450,Wheeling,IL,US,60090,Bachelor's,Accounting,,3,18.0,,No,0,44.0
228555,Lindenhurst,IL,US,60046,High School,Not Applicable,,6,22.0,No,No,0,0.0
229695,Lyons,IL,US,60534,High School,Not Applicable,2007-06-01 00:00:00,3,5.0,No,No,0,0.0
232023,Hazel Crest,IL,US,60429,High School,Not Applicable,,3,8.0,No,No,0,0.0
232947,Aurora,IL,US,60506,Associate's,Music,,3,13.0,No,No,0,0.0
233079,Lindenhurst,IL,US,60046,Associate's,Information Systems Application Specialist,2005-01-01 00:00:00,6,37.0,Yes,No,0,41.0
234383,Gurnee,IL,US,60031,High School,Not Applicable,1995-01-01 00:00:00,5,15.0,Yes,No,0,0.0
235014,Chicago,IL,US,60609,None,business administration,1998-01-01 00:00:00,5,23.0,Yes,No,0,80.0
235955,Belleville,IL,US,62220,Associate's,Human Services Technology,2012-04-01 00:00:00,3,11.0,Yes,No,0,128.0
236065,Chicago,IL,US,60636,High School,Not Applicable,2005-06-01 00:00:00,2,3.0,No,Yes,5,0.0
236248,Quincy,IL,US,62301,Associate's,Liberal Arts and Sciences/Liberal Studies,,6,20.0,Yes,Yes,5,111.0
236721,Chicago,IL,US,60647,Master's,Computational Finance,,5,15.0,Yes,No,0,79.0
237131,Oak Park,IL,US,60302,High School,"Child Care, and Data Processing",1992-06-01 00:00:00,1,1.0,,Yes,5,162.0
237294,Chicago,IL,US,60657-4012,Bachelor's,Economics,1994-12-01 00:00:00,5,8.0,,No,0,0.0
238209,South Elgin,IL,US,60177,High School,Not Applicable,1994-05-01 00:00:00,5,14.0,No,No,0,0.0
238825,Chicago,IL,US,60610,Bachelor's,Management,2011-01-01 00:00:00,5,6.0,No,No,0,17.0
239196,Calumet City,IL,US,60409,None,Communication Studies/Speech Communication and Rhetoric,,3,6.0,No,Yes,7,194.0
240406,Buffalo Grove,IL,US,60089,High School,,1997-07-01 00:00:00,2,15.0,No,Yes,3,
240458,Brookfield,IL,US,60513,High School,"Mathematics, General",1971-01-01 00:00:00,7,39.0,No,Yes,30,35.0
240944,Chicago,IL,US,60628,None,,,4,24.0,Yes,No,0,
241868,Chicago,IL,US,60625,Bachelor's,Healthcare Administration,2013-04-01 00:00:00,4,12.0,Yes,Yes,10,80.0
242090,Markham,IL,US,60428,High School,,1986-05-01 00:00:00,4,18.0,,No,0,
243440,University Park,IL,US,60466,Master's,Finance,2007-09-01 00:00:00,2,12.0,,No,0,79.0
244135,Glenview,IL,US,60025,Master's,Communication,1996-05-01 00:00:00,6,23.0,No,No,0,194.0
245580,Joliet,IL,US,60431,High School,Not Applicable,2006-01-01 00:00:00,5,6.0,Yes,No,0,0.0
246852,Prospect Heights,IL,US,60070,None,,,5,5.0,,No,0,
247413,Oswego,IL,US,60543,Bachelor's,Accounting and Business/Management,1991-05-01 00:00:00,5,24.0,No,No,0,44.0
247595,Elgin,IL,US,60123,High School,Not Applicable,1983-01-01 00:00:00,5,11.0,No,No,0,0.0
248240,Chicago,IL,US,60621,None,General,1978-06-01 00:00:00,5,12.0,Yes,No,0,35.0
248639,Naperville,IL,US,60563,Bachelor's,Accounting,1990-05-01 00:00:00,3,22.0,Yes,Yes,5,44.0
250074,Benld,IL,US,62009,Associate's,Management,2012-01-01 00:00:00,4,7.0,No,No,0,17.0
250311,Chicago,IL,US,60605,Bachelor's,Mathematics,2006-01-01 00:00:00,4,7.0,Yes,No,0,0.0
250511,Matteson,IL,US,60443,High School,Not Applicable,2002-01-01 00:00:00,7,10.0,No,No,0,0.0
252510,Chicago,IL,US,60637,None,,1987-01-01 00:00:00,4,9.0,No,No,0,
253605,Wauconda,IL,US,60084,Bachelor's,Business Administration,1995-01-01 00:00:00,7,22.0,Yes,Yes,6,80.0
254700,Chicago,IL,US,60647,None,Automotive Technology,2003-04-01 00:00:00,4,7.0,No,No,0,116.0
255512,Maywood,IL,US,60153,Associate's,Business Administration,,4,5.0,No,No,0,80.0
255781,Chicago,IL,US,60617,None,Business Management,2006-01-01 00:00:00,5,13.0,Yes,Yes,12,21.0
255920,Chicago,IL,US,60622,None,,,4,13.0,,No,0,
256233,Chicago,IL,US,60634,Bachelor's,Industrial Engineering,2008-12-01 00:00:00,4,4.0,Yes,No,0,173.0
256500,Bolingbrook,IL,US,60440,None,Mechanical Engineering,2010-05-01 00:00:00,5,5.0,Yes,No,0,148.0
256837,Calumet City,IL,US,,None,Dental Assisting/Assistant,2012-04-01 00:00:00,8,9.0,Yes,No,0,2.0
256870,Wood Dale,IL,US,60191,High School,Not Applicable,1997-01-01 00:00:00,4,9.0,Yes,No,0,0.0
257453,Plainfield,IL,US,60544,Bachelor's,Science/Education,2001-05-01 00:00:00,4,13.0,,No,0,131.0
260132,McHenry,IL,US,60050,High School,,2001-03-01 00:00:00,9,12.0,Yes,Yes,25,
260666,Chicago,IL,US,60632,Associate's,Psychology,2011-01-01 00:00:00,3,4.0,No,No,0,173.0
261265,Scott AFB,IL,US,62225,None,,1998-01-01 00:00:00,4,9.0,,No,0,
261589,Riverdale,IL,US,60827,Master's,Clinical Psychology,1995-06-01 00:00:00,8,14.0,No,Yes,9,99.0
262368,Bellwood,IL,US,60104,None,,,6,14.0,Yes,No,0,
263366,Chicago,IL,US,60640,Bachelor's,Communications,2006-06-01 00:00:00,6,11.0,Yes,Yes,5,124.0
263701,Chicago,IL,US,60636,Associate's,"Computer and Information Sciences, General",2002-05-01 00:00:00,3,14.0,Yes,Yes,20,134.0
264883,Woodstock,IL,US,60098,Vocational,Medical,2010-07-01 00:00:00,3,4.0,No,Yes,2,30.0
265758,Caseyville,IL,US,62232,Associate's,Business Management,2007-01-01 00:00:00,4,9.0,No,Yes,8,21.0
266866,Broadview,IL,US,60155,High School,Not Applicable,,3,16.0,Yes,No,0,0.0
267412,West Chicago,IL,US,60185,Master's,Business Administration,1995-05-01 00:00:00,7,17.0,Yes,No,0,80.0
267765,Homer Glen,IL,US,60491,None,Business Administration,1988-01-01 00:00:00,4,22.0,No,No,0,80.0
269054,Schaumburg,IL,US,60173,High School,Not Applicable,2002-01-01 00:00:00,4,9.0,No,No,0,0.0
270130,Waukegan,IL,US,60085,Bachelor's,Management,2008-11-01 00:00:00,2,3.0,Yes,Yes,1,17.0
270574,Homewood,IL,US,60430,None,Theatre,,6,22.0,Yes,Yes,150,0.0
270692,Mount Prospect,IL,US,60056,Bachelor's,Economics,2010-06-01 00:00:00,3,3.0,Yes,No,0,0.0
271177,Roselle,IL,US,60172,High School,trades,1988-06-01 00:00:00,3,21.0,No,Yes,8,0.0
271627,Granite City,IL,US,62040,High School,None,1992-05-01 00:00:00,2,8.0,Yes,Yes,12,0.0
272102,Wheaton,IL,US,60189,High School,,,4,13.0,,No,0,
272317,Chicago,IL,US,60605,None,Business,1991-06-01 00:00:00,6,21.0,Yes,No,0,21.0
273832,Chicago,IL,US,60617,Bachelor's,Chemistry,2002-01-01 00:00:00,5,14.0,Yes,No,0,0.0
273980,Midlothian,IL,US,60445,High School,,1983-06-01 00:00:00,3,13.0,No,No,0,
274726,Pekin,IL,US,61554,Associate's,Technology,,2,10.0,No,No,0,128.0
274881,Chicago,IL,US,60637,Bachelor's,Visual Communications,2011-08-01 00:00:00,5,18.0,No,Yes,3,124.0
274955,Carpentersville,IL,US,60110,Associate's,Business-Still,2005-01-01 00:00:00,3,5.0,Yes,No,0,21.0
275410,Bolingbrook,IL,US,60490,Bachelor's,Finance,2008-05-01 00:00:00,2,3.0,,No,0,79.0
275489,Hanover Park,IL,US,60133,Associate's,Electronics & Computers Technology,1996-06-01 00:00:00,8,15.0,No,Yes,12,128.0
277006,Elburn,IL,US,60119,None,,,3,15.0,Yes,No,0,
278238,Chicago,IL,US,60641,None,School OF Pharmacy Technician Training,2011-12-01 00:00:00,7,6.0,No,No,0,164.0
278525,Plainfield,IL,US,60586,None,,,5,15.0,Yes,No,0,
278717,Joliet,IL,US,60433,Associate's,nursing,2008-05-01 00:00:00,5,11.0,No,Yes,5,130.0
278834,Chicago,IL,US,60647,Master's,Creative Writing,2005-01-01 00:00:00,8,13.0,Yes,No,0,0.0
279400,Chicago,IL,US,60628,Bachelor's,Journalism,1991-06-01 00:00:00,1,1.0,,No,0,0.0
279611,Chicago,IL,US,60641,None,,,5,14.0,Yes,No,0,
279613,Rockford,IL,US,61114,None,,,6,31.0,Yes,Yes,3,
280802,Woodstock,IL,US,60098,None,Communications Server,,4,26.0,,No,0,124.0
281204,Broadview,IL,US,60155,Associate's,,2012-05-01 00:00:00,10,7.0,Yes,No,0,
281720,Blue Island,IL,US,60406,Bachelor's,Business Administration and Flight Management,2000-01-01 00:00:00,10,6.0,,No,0,80.0
282213,Chicago,IL,US,60617,Bachelor's,,2011-09-01 00:00:00,3,8.0,,No,0,
282374,Cicero,IL,US,60804,High School,,2008-01-01 00:00:00,3,6.0,Yes,No,0,
284463,Chicago,IL,US,60639,High School,Not Applicable,1986-06-01 00:00:00,6,23.0,No,No,0,0.0
284698,Niles,IL,US,60714,Bachelor's,,,3,7.0,No,No,0,
284733,La Grange Park,IL,US,60526,High School,"Business Administration and Management, General",1994-06-01 00:00:00,5,12.0,Yes,No,0,80.0
287436,Morton,IL,US,61550,Associate's,,1985-05-01 00:00:00,7,8.0,Yes,No,0,
287636,Buffalo Grove,IL,US,60089,Bachelor's,Psychology,2006-01-01 00:00:00,2,5.0,,No,0,173.0
289271,Richton Park,IL,US,60471,None,Business,,10,20.0,No,No,0,21.0
289374,Oak Lawn,IL,US,60453,Associate's,Business Administration,2012-05-01 00:00:00,4,7.0,,No,0,80.0
290169,Fairview Heights,IL,US,62208,Master's,Human Resource Management,,6,7.0,Yes,Yes,6,187.0
292395,Lombard,IL,US,60148,Bachelor's,Political Science,2007-12-01 00:00:00,5,8.0,Yes,Yes,4,98.0
293627,Chicago,IL,US,60623,None,,,4,16.0,No,No,0,
295819,Waukegan,IL,US,60085,High School,Not Applicable,,5,24.0,Yes,No,0,0.0
296276,Chicago,IL,US,60624,Bachelor's,"Business Administration, Management and Operations, Other",1994-05-01 00:00:00,4,15.0,Yes,Yes,50,80.0
296655,Springfield,IL,US,62707,Associate's,LLCC,,6,11.0,No,Yes,50,0.0
297121,Chicago,IL,US,60651,None,,,2,9.0,No,Yes,30,
297125,Aurora,IL,US,60504,None,,,6,12.0,Yes,No,0,
297606,Joliet,IL,US,60431,Bachelor's,Medical Assistant,2012-04-01 00:00:00,2,12.0,No,No,0,30.0
298152,West Chicago,IL,US,60185,Bachelor's,IT Security,2012-04-01 00:00:00,7,11.0,Yes,No,0,38.0
298213,River Grove,IL,US,60171,Bachelor's,Business Administration,2000-01-01 00:00:00,4,12.0,,No,0,80.0
298351,Chicago,IL,US,60655-1216,None,,,2,29.0,No,No,0,
299004,Mundelein,IL,US,60060,Associate's,,2009-01-01 00:00:00,4,9.0,,No,0,
299652,Elmwood Park,IL,US,60707,High School,Not Applicable,2000-01-01 00:00:00,5,4.0,No,Yes,3,0.0
300598,Antioch,IL,US,60002,High School,general,1982-01-01 00:00:00,9,20.0,Yes,Yes,6,35.0
301168,Chicago,IL,US,60623,None,GED,1988-05-01 00:00:00,1,6.0,No,No,0,0.0
302062,Crystal Lake,IL,US,60012,Master's,Management,1987-12-01 00:00:00,7,13.0,,No,0,17.0
302082,Chicago,IL,US,60630,High School,Not Applicable,2006-06-01 00:00:00,8,6.0,Yes,No,0,0.0
302914,Chicago,IL,US,60614,None,,,4,12.0,Yes,No,0,
303518,Palos Heights,IL,US,60463,High School,"Bertrand Russel, Los Olivos",1987-01-01 00:00:00,3,21.0,Yes,Yes,180,0.0
303601,Palatine,IL,US,60074,Bachelor's,Finance and Management,2007-05-01 00:00:00,2,8.0,,No,0,79.0
305620,Downers Grove,IL,US,60515,Associate's,,2003-05-01 00:00:00,2,13.0,,No,0,
306174,Chicago,IL,US,60659,Bachelor's,Communication,1981-06-01 00:00:00,3,17.0,Yes,No,0,194.0
306586,Skokie,IL,US,60076,Bachelor's,Justice Studies,2011-05-01 00:00:00,3,5.0,Yes,No,0,117.0
307262,Bloomington,IL,US,61701,High School,Not Applicable,1989-01-01 00:00:00,10,11.0,No,No,0,0.0
307951,Chicago,IL,US,60660,Bachelor's,Business Administration,2012-05-01 00:00:00,4,7.0,Yes,No,0,80.0
308886,Chicago,IL,US,60630,Bachelor's,Applied Behavioral Science- Aging Studies and Public Policy,,3,14.0,Yes,No,0,117.0
308929,Buffalo Grove,IL,US,60089,Associate's,,,5,21.0,,No,0,
309884,Naperville,IL,US,60540,Master's,,,7,26.0,,No,0,
311011,Crystal Lake,IL,US,60014,Bachelor's,Health Science,1997-06-01 00:00:00,4,11.0,Yes,No,0,98.0
311256,Elgin,IL,US,60124,None,Business &amp; Human Resources,2004-01-01 00:00:00,6,13.0,Yes,Yes,4,49.0
311332,New Lenox,IL,US,60451,Bachelor's,Biology,2008-12-01 00:00:00,7,12.0,Yes,Yes,3,0.0
314733,Chicago,IL,US,60618,Bachelor's,Information technology,2009-01-01 00:00:00,4,11.0,Yes,No,0,134.0
315474,Schaumburg,IL,US,60194,None,,,4,13.0,Yes,No,0,
317563,Loves Park,IL,US,61111,Associate's,,,3,6.0,,No,0,
317710,Calumet City,IL,US,60409,High School,Not Applicable,2005-01-01 00:00:00,3,10.0,Yes,No,0,0.0
318786,Beach Park,IL,US,60083,Bachelor's,,2011-01-01 00:00:00,4,2.0,No,No,0,
318836,Waukegan,IL,US,60087,None,,,0,,,No,0,
318853,Romeoville,IL,US,60446,None,Medical Office Technology,,6,15.0,No,No,0,128.0
318996,Carpentersville,IL,US,60110,None,,,6,15.0,Yes,No,0,
320107,Willow Springs,IL,US,60480,Associate's,Business administration,1985-12-01 00:00:00,3,15.0,No,No,0,80.0
321647,Maywood,IL,US,60153,High School,Not Applicable,,5,9.0,No,No,0,0.0
321765,Machesney Park,IL,US,61115,High School,Not Applicable,2004-06-01 00:00:00,6,11.0,Yes,No,0,0.0
321895,Chicago,IL,US,60638,Associate's,Business,1999-01-01 00:00:00,3,15.0,Yes,No,0,21.0
323891,Schaumburg,IL,US,60173,High School,,2008-01-01 00:00:00,3,5.0,Yes,No,0,
324190,Chicago,IL,US,60649,Bachelor's,Nursing,2011-12-01 00:00:00,2,4.0,No,No,0,130.0
324435,East Carondelet,IL,US,62240,High School,Not Applicable,1992-01-01 00:00:00,3,16.0,No,No,0,0.0
324919,Chicago,IL,US,60644,Bachelor's,,2010-05-01 00:00:00,5,7.0,No,No,0,
326214,Carpentersville,IL,US,60110,None,Manufacturing Technology,2008-09-01 00:00:00,2,7.0,Yes,No,0,129.0
327184,Romeoville,IL,US,60446,Bachelor's,Hospitality Management,2012-02-01 00:00:00,2,0.0,No,Yes,6,17.0
328322,Joliet,IL,US,60435,High School,Not Applicable,1994-01-01 00:00:00,4,15.0,No,No,0,0.0
329525,North Aurora,IL,US,60542,High School,Not Applicable,2004-01-01 00:00:00,6,12.0,Yes,No,0,0.0
